PdfType: error
Format: lhagrid1
---
1.00000E-06 1.28121E-06 1.64152E-06 2.10317E-06 2.69463E-06 3.45242E-06 4.42329E-06 5.66715E-06 7.26076E-06 9.30241E-06 1.19180E-05 1.52689E-05 1.95617E-05 2.50609E-05 3.21053E-05 4.11287E-05 5.26863E-05 6.74889E-05 8.64459E-05 1.10720E-04 1.41800E-04 1.81585E-04 2.32503E-04 2.97652E-04 3.80981E-04 4.87518E-04 6.26039E-04 8.00452E-04 1.02297E-03 1.30657E-03 1.66759E-03 2.12729E-03 2.71054E-03 3.44865E-03 4.37927E-03 5.54908E-03 7.01192E-03 8.83064E-03 1.10763E-02 1.38266E-02 1.71641E-02 2.11717E-02 2.59364E-02 3.15062E-02 3.79623E-02 4.53425E-02 5.36750E-02 6.29705E-02 7.32221E-02 8.44039E-02 9.64793E-02 1.09332E-01 1.23067E-01 1.37507E-01 1.52639E-01 1.68416E-01 1.84794E-01 2.01731E-01 2.19016E-01 2.36948E-01 2.55242E-01 2.73927E-01 2.92954E-01 3.12340E-01 3.32036E-01 3.52019E-01 3.72282E-01 3.92772E-01 4.13533E-01 4.34326E-01 4.55495E-01 4.76836E-01 4.98342E-01 5.20006E-01 5.41818E-01 5.63773E-01 5.85861E-01 6.08077E-01 6.30459E-01 6.52800E-01 6.75387E-01 6.98063E-01 7.20830E-01 7.43683E-01 7.66623E-01 7.89636E-01 8.12791E-01 8.35940E-01 8.59175E-01 8.82485E-01 9.05866E-01 9.29311E-01 9.52817E-01 9.76387E-01 1.00000E+00
1.30000E+00 1.50159E+00 1.75516E+00 2.07810E+00 2.49495E+00 3.04086E+00 3.76715E+00 4.50000E+00 4.75000E+00 6.23113E+00 8.37423E+00 1.15549E+01 1.64076E+01 2.40380E+01 3.64361E+01 5.73145E+01 9.38707E+01 1.60654E+02 2.88438E+02 5.45587E+02 1.09231E+03 2.32646E+03 5.30043E+03 1.29956E+04 3.45140E+04 1.00000E+05
900 901 902 903 904 905 906 907 908 909 910
 1.16724E+00 9.53685E-02 1.12361E+00 9.19027E-02 5.30921E+02 1.56334E+00 1.27907E-01 1.55148E+02 1.16725E+00 9.53694E-02 7.58020E-02
 1.27857E+00 1.31275E-01 1.22149E+00 1.29574E-01 5.75814E+02 1.69584E+00 1.81550E-01 1.69287E+02 1.27858E+00 1.31277E-01 1.09678E-01
 1.46907E+00 1.90079E-01 1.39190E+00 1.90062E-01 6.22527E+02 1.92779E+00 2.67245E-01 1.84164E+02 1.46910E+00 1.90083E-01 1.61989E-01
 1.74476E+00 2.73754E-01 1.64054E+00 2.74666E-01 6.71300E+02 2.26711E+00 3.86563E-01 1.99868E+02 1.74480E+00 2.73761E-01 2.44839E-01
 2.12164E+00 3.85702E-01 1.98179E+00 3.85245E-01 7.22300E+02 2.73339E+00 5.41531E-01 2.16467E+02 2.12172E+00 3.85717E-01 3.79643E-01
 2.62813E+00 5.33491E-01 2.44061E+00 5.26957E-01 7.75809E+02 3.36039E+00 7.38482E-01 2.34081E+02 2.62827E+00 5.33522E-01 6.05521E-01
 3.29119E+00 7.23721E-01 3.04151E+00 7.03224E-01 8.31960E+02 4.18167E+00 9.81018E-01 2.52763E+02 3.29146E+00 7.23785E-01 9.96002E-01
 3.92084E+00 9.00728E-01 3.61258E+00 8.62579E-01 8.77154E+02 4.96235E+00 1.19837E+00 2.67923E+02 3.92131E+00 9.00841E-01 1.49736E+00
 4.12607E+00 9.61129E-01 3.81000E+00 9.17448E-01 8.90896E+02 5.23699E+00 1.27341E+00 2.72576E+02 4.12663E+00 9.61263E-01 1.69404E+00
 5.29826E+00 1.27229E+00 4.92789E+00 1.19683E+00 9.58092E+02 6.78820E+00 1.65416E+00 2.95432E+02 5.29952E+00 1.27259E+00 3.12919E+00
 6.77639E+00 1.64280E+00 6.34067E+00 1.53123E+00 1.02950E+03 8.74986E+00 2.11062E+00 3.19973E+02 6.77945E+00 1.64354E+00 6.05111E+00
 8.57922E+00 2.06939E+00 8.07972E+00 1.92978E+00 1.10540E+03 1.11709E+01 2.66036E+00 3.46316E+02 8.58724E+00 2.07130E+00 1.22803E+01
 1.07426E+01 2.54313E+00 1.02007E+01 2.39342E+00 1.18606E+03 1.41371E+01 3.30845E+00 3.74575E+02 1.07661E+01 2.54865E+00 2.61610E+01
 1.33046E+01 3.05093E+00 1.27217E+01 2.90893E+00 1.27181E+03 1.76663E+01 4.03626E+00 4.04898E+02 1.33846E+01 3.06922E+00 5.81869E+01
 1.63009E+01 3.57340E+00 1.56949E+01 3.44779E+00 1.36293E+03 2.18382E+01 4.80021E+00 4.37400E+02 1.66187E+01 3.64324E+00 1.32448E+02
 1.97762E+01 4.09494E+00 1.91250E+01 3.98402E+00 1.45964E+03 2.66443E+01 5.55981E+00 4.72185E+02 2.11183E+01 4.37491E+00 2.93189E+02
 2.37623E+01 4.60828E+00 2.30562E+01 4.50561E+00 1.56222E+03 3.21510E+01 6.29637E+00 5.09382E+02 2.86035E+01 5.55611E+00 5.74585E+02
 2.83198E+01 5.11097E+00 2.75457E+01 5.00991E+00 1.67100E+03 3.84381E+01 7.00609E+00 5.49123E+02 4.03172E+01 7.29730E+00 9.10933E+02
 3.35063E+01 5.60222E+00 3.26512E+01 5.49821E+00 1.78627E+03 4.55863E+01 7.69159E+00 5.91546E+02 5.37520E+01 9.01768E+00 1.17673E+03
 3.93788E+01 6.08033E+00 3.84284E+01 5.97084E+00 1.90834E+03 5.36733E+01 8.35408E+00 6.36793E+02 6.65358E+01 1.03067E+01 1.34842E+03
 4.59958E+01 6.54243E+00 4.49363E+01 6.42638E+00 2.03756E+03 6.27828E+01 8.99213E+00 6.85009E+02 7.90494E+01 1.12761E+01 1.47106E+03
 5.34149E+01 6.98480E+00 5.22323E+01 6.86196E+00 2.17425E+03 7.29951E+01 9.60202E+00 7.36345E+02 9.22476E+01 1.20925E+01 1.57894E+03
 6.16927E+01 7.40340E+00 6.03724E+01 7.27395E+00 2.31876E+03 8.43886E+01 1.01788E+01 7.90955E+02 1.06694E+02 1.28309E+01 1.68646E+03
 7.08846E+01 7.79432E+00 6.94109E+01 7.65862E+00 2.47144E+03 9.70396E+01 1.07173E+01 8.49000E+02 1.22656E+02 1.35117E+01 1.79840E+03
 8.10626E+01 8.15532E+00 7.94191E+01 8.01386E+00 2.63281E+03 1.11048E+02 1.12147E+01 9.10709E+02 1.40311E+02 1.41385E+01 1.91636E+03
 9.22697E+01 8.48235E+00 9.04388E+01 8.33565E+00 2.80317E+03 1.26471E+02 1.16652E+01 9.76219E+02 1.59748E+02 1.47059E+01 2.04086E+03
 1.15642E+00 9.41795E-02 1.11317E+00 9.07644E-02 4.48716E+02 1.54879E+00 1.26326E-01 1.31782E+02 1.15643E+00 9.41804E-02 6.40651E-02
 1.26851E+00 1.30391E-01 1.21174E+00 1.28735E-01 4.86037E+02 1.68224E+00 1.80388E-01 1.43757E+02 1.26853E+00 1.30393E-01 9.25779E-02
 1.45824E+00 1.89046E-01 1.38144E+00 1.89061E-01 5.24807E+02 1.91323E+00 2.65850E-01 1.56317E+02 1.45827E+00 1.89050E-01 1.36561E-01
 1.73123E+00 2.71969E-01 1.62761E+00 2.72906E-01 5.65230E+02 2.24917E+00 3.84098E-01 1.69539E+02 1.73128E+00 2.71977E-01 2.06153E-01
 2.10313E+00 3.82399E-01 1.96429E+00 3.81995E-01 6.07447E+02 2.70916E+00 5.36982E-01 1.83482E+02 2.10321E+00 3.82414E-01 3.19276E-01
 2.60170E+00 5.27643E-01 2.41579E+00 5.21278E-01 6.51693E+02 3.32610E+00 7.30561E-01 1.98245E+02 2.60184E+00 5.27673E-01 5.08649E-01
 3.25333E+00 7.14076E-01 3.00599E+00 6.94013E-01 6.98079E+02 4.13262E+00 9.68232E-01 2.13874E+02 3.25360E+00 7.14139E-01 8.35724E-01
 3.87163E+00 8.87250E-01 3.56628E+00 8.49866E-01 7.35385E+02 4.89836E+00 1.18079E+00 2.26538E+02 3.87210E+00 8.87361E-01 1.25535E+00
 4.07299E+00 9.46275E-01 3.75997E+00 9.03467E-01 7.46736E+02 5.16778E+00 1.25409E+00 2.30426E+02 4.07354E+00 9.46406E-01 1.41992E+00
 5.22401E+00 1.25010E+00 4.85751E+00 1.17612E+00 8.02209E+02 6.69071E+00 1.62559E+00 2.49506E+02 5.22526E+00 1.25041E+00 2.62007E+00
 6.67506E+00 1.61127E+00 6.24408E+00 1.50181E+00 8.61105E+02 8.61585E+00 2.07006E+00 2.69958E+02 6.67808E+00 1.61199E+00 5.06135E+00
 8.44438E+00 2.02639E+00 7.95042E+00 1.88940E+00 9.23653E+02 1.09912E+01 2.60456E+00 2.91880E+02 8.45227E+00 2.02827E+00 1.02612E+01
 1.05673E+01 2.48669E+00 1.00315E+01 2.33980E+00 9.90063E+02 1.39015E+01 3.23411E+00 3.15361E+02 1.05904E+01 2.49209E+00 2.18381E+01
 1.30812E+01 2.97928E+00 1.25051E+01 2.84004E+00 1.06062E+03 1.73643E+01 3.94043E+00 3.40525E+02 1.31598E+01 2.99713E+00 4.85253E+01
 1.60213E+01 3.48515E+00 1.54225E+01 3.36215E+00 1.13552E+03 2.14580E+01 4.68077E+00 3.67464E+02 1.63336E+01 3.55326E+00 1.10353E+02
 1.94315E+01 3.98909E+00 1.87885E+01 3.88066E+00 1.21497E+03 2.61742E+01 5.41542E+00 3.96261E+02 2.07500E+01 4.26179E+00 2.44063E+02
 2.33432E+01 4.48404E+00 2.26463E+01 4.38387E+00 1.29919E+03 3.15782E+01 6.12614E+00 4.27021E+02 2.80982E+01 5.40624E+00 4.77906E+02
 2.78159E+01 4.96771E+00 2.70524E+01 4.86929E+00 1.38843E+03 3.77484E+01 6.80937E+00 4.59851E+02 3.95981E+01 7.09265E+00 7.57041E+02
 3.29064E+01 5.43946E+00 3.20634E+01 5.33833E+00 1.48293E+03 4.47642E+01 7.46787E+00 4.94861E+02 5.27870E+01 8.75557E+00 9.77133E+02
 3.86704E+01 5.89775E+00 3.77339E+01 5.79142E+00 1.58295E+03 5.27021E+01 8.10301E+00 5.32165E+02 6.53361E+01 9.99711E+00 1.11877E+03
 4.51657E+01 6.33990E+00 4.41221E+01 6.22734E+00 1.68875E+03 6.16441E+01 8.71359E+00 5.71881E+02 7.76198E+01 1.09269E+01 1.21953E+03
 5.24487E+01 6.76241E+00 5.12843E+01 6.64338E+00 1.80060E+03 7.16689E+01 9.29613E+00 6.14130E+02 9.05760E+01 1.17074E+01 1.30792E+03
 6.05748E+01 7.16146E+00 5.92752E+01 7.03614E+00 1.91878E+03 8.28537E+01 9.84600E+00 6.59035E+02 1.04757E+02 1.24115E+01 1.39588E+03
 6.95982E+01 7.53333E+00 6.81482E+01 7.40209E+00 2.04357E+03 9.52730E+01 1.03583E+01 7.06724E+02 1.20427E+02 1.30592E+01 1.48739E+03
 7.95895E+01 7.87595E+00 7.79727E+01 7.73925E+00 2.17538E+03 1.09024E+02 1.08303E+01 7.57383E+02 1.37759E+02 1.36541E+01 1.58377E+03
 9.05906E+01 8.18549E+00 8.87899E+01 8.04386E+00 2.31445E+03 1.24164E+02 1.12568E+01 8.11119E+02 1.56838E+02 1.41912E+01 1.68542E+03
 1.14349E+00 9.27356E-02 1.10068E+00 8.93821E-02 3.83006E+02 1.53139E+00 1.24406E-01 1.13122E+02 1.14350E+00 9.27365E-02 5.46835E-02
 1.25641E+00 1.29316E-01 1.20000E+00 1.27715E-01 4.14373E+02 1.66588E+00 1.78975E-01 1.23382E+02 1.25643E+00 1.29318E-01 7.89276E-02
 1.44526E+00 1.87791E-01 1.36890E+00 1.87845E-01 4.46902E+02 1.89577E+00 2.64156E-01 1.34109E+02 1.44529E+00 1.87795E-01 1.16289E-01
 1.71524E+00 2.69819E-01 1.61232E+00 2.70783E-01 4.80772E+02 2.22793E+00 3.81124E-01 1.45372E+02 1.71528E+00 2.69826E-01 1.75349E-01
 2.08156E+00 3.78442E-01 1.94387E+00 3.78096E-01 5.16102E+02 2.68090E+00 5.31520E-01 1.57221E+02 2.08164E+00 3.78456E-01 2.71265E-01
 2.57125E+00 5.20665E-01 2.38718E+00 5.14489E-01 5.53088E+02 3.28659E+00 7.21086E-01 1.69740E+02 2.57139E+00 5.20696E-01 4.31687E-01
 3.21005E+00 7.02597E-01 2.96542E+00 6.83032E-01 5.91824E+02 4.07660E+00 9.52981E-01 1.82968E+02 3.21032E+00 7.02659E-01 7.08518E-01
 3.81554E+00 8.71226E-01 3.51361E+00 8.34735E-01 6.22953E+02 4.82560E+00 1.15985E+00 1.93670E+02 3.81599E+00 8.71335E-01 1.06343E+00
 4.01251E+00 9.28619E-01 3.70307E+00 8.86833E-01 6.32431E+02 5.08915E+00 1.23109E+00 1.96956E+02 4.01305E+00 9.28748E-01 1.20257E+00
 5.13941E+00 1.22376E+00 4.77750E+00 1.15151E+00 6.78719E+02 6.57995E+00 1.59165E+00 2.13068E+02 5.14064E+00 1.22405E+00 2.21674E+00
 6.55937E+00 1.57382E+00 6.13405E+00 1.46690E+00 7.27814E+02 8.46328E+00 2.02194E+00 2.30309E+02 6.56233E+00 1.57453E+00 4.27791E+00
 8.28999E+00 1.97535E+00 7.80267E+00 1.84149E+00 7.79907E+02 1.07860E+01 2.53840E+00 2.48760E+02 8.29774E+00 1.97717E+00 8.66431E+00
 1.03659E+01 2.41968E+00 9.83736E+00 2.27618E+00 8.35166E+02 1.36313E+01 3.14595E+00 2.68494E+02 1.03886E+01 2.42493E+00 1.84217E+01
 1.28237E+01 2.89420E+00 1.22556E+01 2.75829E+00 8.93824E+02 1.70166E+01 3.82676E+00 2.89613E+02 1.29008E+01 2.91154E+00 4.08950E+01
 1.56978E+01 3.38039E+00 1.51077E+01 3.26052E+00 9.56049E+02 2.10186E+01 4.53906E+00 3.12192E+02 1.60037E+01 3.44644E+00 9.29154E+01
 1.90313E+01 3.86346E+00 1.83980E+01 3.75802E+00 1.02199E+03 2.56288E+01 5.24410E+00 3.36298E+02 2.03224E+01 4.12754E+00 2.05315E+02
 2.28549E+01 4.33664E+00 2.21689E+01 4.23946E+00 1.09184E+03 3.09110E+01 5.92423E+00 3.62016E+02 2.75094E+01 5.22845E+00 4.01695E+02
 2.72266E+01 4.79784E+00 2.64756E+01 4.70256E+00 1.16580E+03 3.69420E+01 6.57614E+00 3.89433E+02 3.87571E+01 6.85000E+00 6.35792E+02
